institution,instnm,city,institution_state,inst_level,fips
192408,Independence Community College - Altoona Midway High School,Buffalo,KS,I,20
192409,Independence Community College - ICC West,Independence,KS,I,20
192500,Kansas City Kansas Community College,Kansas City,KS,I,20
192501,Kansas City Kansas Community College - Pioneer Career Center,Leavenworth,KS,I,20
192502,Kansas City Kansas Community College Technical Education Center,Kansas City,KS,I,20
192503,Kansas City Kansas Community College - TEC 1 and 2 Buildings,Kansas City,KS,I,20
192504,Kansas City Kansas Community College -  West Student Plaza,Kansas City,KS,I,20
192600,Pittsburg State University,Pittsburg,KS,I,20
192601,Pittsburg State University - Kansas City Kansas Community College,Kansas City,KS,I,20
192602,Pittsburg State University - Paola High School,Paola,KS,I,20
192603,Pittsburg State University - KAW Area Vocational Technical School,Topeka,KS,I,20
192604,Pittsburg State University - Wichita Area Vocational Technical School,Wichita,KS,I,20
192605,Pittsburg State University - Kansas City Area Vocational Technical Sch,Kansas City,KS,I,20
192606,Pittsburg State University - Galena High School,Galena,KS,I,20
192607,Pittsburg State University - Fort Scott Community College,Fort Scott,KS,I,20
192608,Pittsburg State University - Riverton High School,Riverton,KS,I,20
192609,Pittsburg State University - St. John's Hospital,Joplin,MO,I,29
192610,Pittsburg State University - NCCC Ottawa Center,Ottawa,KS,I,20
192611,Pittsburg State University - Funk Manufacturing,Coffeyville,KS,I,20
192614,Pittsburg State University - PSU Academic Service Center,Coffeyville,KS,I,20
192615,Pittsburg State University - PSU Academic Service Center,Independence,KS,I,20
192616,Pittsburg State University - KC Metro Center,Lenexa,KS,I,20
192617,Pittsburg State University - Southside Education Center,Wichita,KS,I,20
192618,Pittsburg State University - Carthage Technical Center,Carthage,MO,I,29
192619,Pittsburg State University - Neosho County Community College,Chanute,KS,I,20
192620,Pittsburg State University - Independent Living Center,Joplin,MO,I,29
192621,Pittsburg State University - Truman Elementary School,Neveda,MO,I,29
192622,Pittsburg State University - Salina Area Technical School,Salina,KS,I,20
192623,Pittsburg State University - Allen County Community College,Iola,KS,I,20
192624,Pittsburg State University - Kansas City Kansas School District,Kansas City,KS,I,20
192625,Pittsburg State University - Southwest Center for Educational Excellen,Webb City,MO,I,29
192626,Pittsburg State University - Miami County Campus-Fort Scott Com Colleg,Paola,KS,I,20
192627,Pittsburg State University -  KCK Central Office and Training Center,Kansas City,KS,I,20
192700,Emporia State University,Emporia,KS,I,20
192701,Emporia State University - College of Saint Mary,Omaha,NE,I,31
192702,Emporia State University - Portland State University,Portland,OR,I,41
192703,Emporia State University - Western Oregon University,Monmouth,OR,I,41
192704,Emporia State University - Utah State Library Division Building,Salt Lake City,UT,I,49
192705,Emporia State University - HEAT Campus at Lowry,Denver,CO,I,8
192706,Emporia State University - Law School,Grand Forks,ND,I,38
192707,Emporia State University - Lowry Campus,Denver,CO,I,8
192708,Emporia State University - NE Coordinating Board for Postseconday Educ,Lincoln,NE,I,31
192709,Emporia State University - NE Nebraska Library Commission,Lincoln,NE,I,31
192710,Emporia State University - Cora Miller Hall,Emporia,KS,I,20
192711,Emporia State University - Earl Center,Emporia,KS,I,20
192712,Emporia State University - Fargo Public Library,Fargo,ND,I,38
192713,Emporia State University - Johnson County Kansas,Overland Park,KS,I,20
192714,Emporia State University -  Kansas City Kansas,Kansas City,KS,I,20
192715,Emporia State University - Butler County Community College,El Dorado,KS,I,20
192716,Emporia State University - Johnson County Metro Center,Overland Park,KS,I,20
192717,Emporia State University - Johnson County Community College,Overland Park,KS,I,20
192800,Kansas State University,Manhattan,KS,I,20
192801,Kansas State University - Salina Campus,Salina,KS,I,20
192802,"Kansas State University - Kansas University Capital, KNEA Building",Topeka,KS,I,20
192803,Kansas State University - Kansas University Medical Center,Wichita,KS,I,20
192804,Kansas State University - Adult Education,Overland Park,KS,I,20
192805,Kansas State University - United States Army,Ft.. Leavenworth,KS,I,20
192806,Kansas State University - Fort Riley,Fort Riley,KS,I,20
192807,Kansas State University - Junction City,Junction City,KS,I,20
192808,Kansas State University - Olathe,Olathe,KS,I,20
192809,Kansas State University - Topeka,Topeka,KS,I,20
192900,Kansas Wesleyan University,Salina,KS,I,20
192901,Kansas Wesleyan University - Overland Park Campus,Overland Park,KS,I,20
193000,Labette Community College,Parsons,KS,I,20
193001,Labette Community College - Pittsburgh Office Management Center,Pittsburgh,KS,I,20
193002,Labette Community College - Oswego,Oswego,KS,I,20
193003,Labette Community College - Baxter Springs/Kansas,Parsons,KS,I,20
193004,Labette Community College - Columbus/Kansas,Parsons,KS,I,20
193005,Labette Community College - Cherokee Satellite Campus,Pittsburg,KS,I,20
193100,Manhattan Christian College,Manhattan,KS,I,20
193102,Manhattan Christian College -,Wichita,KS,I,20
193103,Manhattan Christian College -,Topeka,KS,I,20
193104,Manhattan Christian College -,Topeka,KS,I,20
193105,Manhattan Christian College -,Salina,KS,I,20
193106,Manhattan Christian College - Westlink,Wichita,KS,I,20
193107,Manhattan Christian College -butler,Andover,KS,I,20
193200,Marymount College,Salina,KS,I,20
193300,McPherson College,McPherson,KS,I,20
193301,McPherson College - Hutchinson Commuinty College,Hutchinson,KS,I,20
193400,Miltonvale Wesleyan College,Miltonvale,KS,I,20
193500,Mount Saint Scholastica College,Atchison,KS,I,20
193600,Neosho County Community College,Chanute,KS,I,20
193601,Neosho County Community College - Ottawa Campus,Ottawa,KS,I,20
193602,Neosho County Community College - Independence Community College,Independence,KS,I,20
193603,Neosho County Community College - Mercy Hospital,Independence,KS,I,20
193604,Neosho County Community College - Chanute High School USD #413,Chanute,KS,I,20
193605,Neosho County Community College - Ottawa High School,Ottawa,KS,I,20
193606,Neosho County Community College - Eastern Kansas Rural Technology Cent,Garnett,KS,I,20
193607,Neosho County Community College- Peaslee Center,Lawrence,KS,I,20
193608,Neosho County Community College - ICC West,Independence,KS,I,20
193609,Neosho County Community College - Lawrence College and Career Center,Lawrence,KS,I,20
193610,Neosho County Community College - Lawrence High School,Lawrence,KS,I,20
193611,Neosho County Community College - Rural Regional Technology Center,LaHarpe,KS,I,20
193612,Neosho County Community College - Yates Center Senior High School,Yates Center,KS,I,20
193700,Ottawa University,Ottawa,KS,I,20
193701,Ottawa University - Phoenix,Phoenix,AZ,I,4
193702,Ottawa University - Overland Park,Overland Park,KS,I,20
193703,Ottawa University - Tempe,Phoenix,AZ,I,4
193704,Ottawa University - Milwaukee,Brookfield,WI,I,55
193705,Ottawa University - New Orleans,New Orleans,LA,I,22
193706,Ottawa University - Wilmington,Claymont,DE,I,10
193707,Ottawa University - Scottsdale,Scottsdale,AZ,I,4
193708,Ottawa University - Glendale,Glendale,AZ,I,4
193709,Ottawa University - Mesa,Mesa,AZ,I,4
193710,Ottawa University - Arrowhead,Glendale,AZ,I,4
193711,Ottawa University - Gateway,Phoenix,AZ,I,4
193712,Ottawa University - Jeffersonville,Jeffersonville,IN,I,18
193713,Ottawa University - Bologna,Chandler,AZ,I,4
193714,Ottawa University - Lee's Summit,Lee's Summit,MO,I,29
193715,Ottawa University - MATC,Oak Creek,WI,I,55
193716,Ottawa University - Country Inn & Suites,Milwaukee,WI,I,55
193717,Ottawa University - Safeway,Phoenix,AZ,I,4
193718,Ottawa University - Ira Murphy School,Peoria,AZ,I,4
193719,Ottawa University - Hamilton High School,Chandler,AZ,I,4
193720,Ottawa University - Maricopa County,Phoenix,AZ,I,4
193721,Ottawa University - Chandler,Chandler,AZ,I,4
193722,Ottawa University -  Surprise,Surprise,AZ,I,4
193723,Ottawa University - Oak Creek Community Center,Oak Creek,WI,I,55
193724,Ottawa University - Glendale Community College,Glendale,AZ,I,4
193725,Ottawa University - South Mountain Community College,Phoenix,AZ,I,4
193726,Ottawa University - Johnson County Community College,Overland Park,KS,I,20
193727,Ottawa University - Johnson County Community College - Olathe,Olathe,KS,I,20
193728,Ottawa University - Queen Creek,Queen Creek,AZ,I,4
193729,Ottawa University - Butler Community College,Andover,KS,I,20
193800,Pratt Community College,Pratt,KS,I,20
193801,Pratt Community College & Area Vocational School - Barber County Centr,Medicine Lodge,KS,I,20
193802,Pratt Community College & Area Vocational School - Anthony/Harper Cntr,Anthony,KS,I,20
193803,Pratt Community College & Area Vocational School - Tri-Western County,Greensburg,KS,I,20
193804,Pratt Community College & Area Vocational School - Kingman County Cntr,Kingman,KS,I,20
193805,Pratt Community College - Winfield,Winfield,KS,I,20
193806,Pratt Community College - Coffeyville,Coffeyville,KS,I,20
193807,Pratt Community College - eLearning: Pratt College Service Center,Wichita,KS,I,20
193808,Pratt Community College - Urban League of Kansas,Wichita,KS,I,20
193809,Pratt Community College - National Center for Aviation Training,Wichita,KS,I,20
193810,Pratt Community College - Wichita Area Technical College,Wichita,KS,I,20
193811,Pratt Community College - Grove,Wichita,KS,I,20
193812,Pratt Community College - Dodge City,Dodge City,KS,I,20
193900,Newman University,Wichita,KS,I,20
193901,Newman University -  Central Kansas,Great Bend,KS,I,20
193902,Newman University - Pratt,Pratt,KS,I,20
193903,Newman University - Western Center,Dodge City,KS,I,20
193904,Newman University - Eastern Center,Andover,KS,I,20
193905,Newman University - McConnell Air Force Base,McConnell Air Force Base,KS,I,20
193906,Newman University - Hutchinson,Hutchinson,KS,I,20
193907,Newman University - Boeing,Wichita,KS,I,20
193908,Newman University - Liberal,Liberal,KS,I,20
193909,Newman University - Northeast Kansas,Overland Park,KS,I,20
193910,Newman University -  Colorado Springs,Colorado Springs,CO,I,8
193911,Newman University - Southeast Kansas,Independence,KS,I,20
193912,Newman University - Derby ESL,Derby,KS,I,20
193913,Newman University -Bishop Carroll Catholic High School,Wichita,KS,I,20
193914,Newman University - Elkhart Elementary,Elkhart,KS,I,20
193915,Newman University - Garden City Senior High,Garden City,KS,I,20
193916,Newman University - Northwest Technical College,Goodland,KS,I,20
193917,Newman University - USD 457 Educational Support Center,Garden City,KS,I,20
193918,Newman University - St Mary Center,Garden City,KS,I,20
193919,Newman University - Holcom Elementary,Holcomb,KS,I,20
193920,Newman University - Haysville Learning Center,Haysville,KS,I,20
193921,Newman University - USD 308 BOE Building,Hutchinson,KS,I,20
193922,Newman University - Nickerson USD 309 Center Office,Hutchinson,KS,I,20
193923,Newman University - Hugoton Elementary,Hugoton,KS,I,20
193924,Newman University - Immaculate Heart of Mary Convent,Wichita,KS,I,20
193925,Newman University - Stanton County Elementary Library,Johnson,KS,I,20
193926,Newman University - RB Stewart Elementary,Leoti,KS,I,20
193927,Newman University - Seward County Community College,Liberal,KS,I,20
193928,Newman University - Plains Elementary,Plains,KS,I,20
193929,Newman University - St Boniface,Sharon,KS,I,20
193930,Newman University - Satanta Elementary,Satanta,KS,I,20
193931,Newman University - Sublette Elementary,Sublette,KS,I,20
193932,Newman University - Syracuse Elementary,Syracuse,KS,I,20
193933,Newman University - Hamilton County LIbrary,Syracuse,KS,I,20
193934,Newman University - Trinity Catholic Jr/Sr High School,Hutchinson,KS,I,20
193935,Newman University - Tribune High School,Tribune,KS,I,20
193936,Newman University - Pioneer Communications,Ulysses,KS,I,20
193937,Newman University - Sacred Heart Church--Pratt,Pratt,KS,I,20
193938,Newman University - Labette Community College,Parsons,KS,I,20
193939,Newman University - St. Rose Parish (Prince of Peace Catholic Church),Great Bend,KS,I,20
193940,Newman University - Coffeyville Community College,Coffeyville,KS,I,20
193941,Newman University - Independence Community College-West,Independence,KS,I,20
193942,"Newman University - Labette Community College, Cherokee Center",Pittsburg,KS,I,20
193943,Newman University - Archdiocesan Pastoral Center,Oklahoma City,OK,I,40
193944,Newman University - Field Kindley High School,Coffeyville,KS,I,20
193945,Newman University - Pastoral Ministry Program,Broken Arrow,OK,I,40
193946,Newman University - Spirit Aero Systems Employment Center,Wichita,KS,I,20
193947,Newman University - Cowley College - Main Campus,Arkansas City,KS,I,20
193948,Newman University - Cowley College Short General Education Center,Wellington,KS,I,20
194000,Southwestern College,Winfield,KS,I,20
194001,Southwestern College - Downtown Center,Winfield,KS,I,20
194002,Southwestern College - Professional Studies Center Wichita West,Wichita,KS,I,20
194003,Southwestern College - Professional Studies Center Wichita East,Wichita,KS,I,20
194004,Southwestern College - Professional Studies Center Andover,Andover,KS,I,20
194005,"Southwestern College - Professional Studies Center Midwest City, OK",Midwest City,OK,I,40
194006,"Southwestern College - Professional Studies Center White Sands, NM",White Sands Missile Range,NM,I,35
194007,Southwestern College - Professional Studies Center Fort Riley,Fort Riley,KS,I,20
194008,Southwestern College - Professional Studies Center Junction City,Junction City,KS,I,20
194100,St Benedicts College,Atchison,KS,I,20
194200,St Johns College,Winfield,KS,I,20
194300,University of Saint Mary,Leavenworth,KS,I,20
194301,Center for Graduate & Continuing Studies,Overland Park,KS,I,20
194302,Saint Mary College - Kansas City,Kansas City,KS,I,20
194303,University of Saint Mary -  Providence Medical Center,Kansas City,KS,I,20
194304,University of Saint Mary - Sacred Heart School,Shawnee,KS,I,20
194400,Saint Mary of the Plain College,Dodge City,KS,I,20
194401,SMPC Division of Nursing(St Josephs Medcl Ctr),Wichita,KS,I,20
194402,Pratt Cmnty Colg,Pratt,KS,I,20
194403,Garden City Cmnty Colg,Garden City,KS,I,20
194404,Seward County Cmnty Colg,Liberal,KS,I,20
194405,American Truck Driving School,Elm Mott,TX,I,48
194406,American Truck Driving School,Coldwater,MI,I,26
194500,Sterling College,Sterling,KS,I,20
194501,Sterling College - Jefferson City Campus,Jefferson City,MO,I,29
194502,Sterling College - Hazelwood Campus,Hazelwood,MO,I,29
194503,Sterling College - Lake Saint Louis Campus,Lake Saint Louis,MO,I,29
194504,Sterling College - Lee's Summit Campus,Lee's Summit,MO,I,29
194505,Sterling College - Springfield Campus,Springfield,MO,I,29
194506,Sterling College - Saint Louis Campus,Saint Louis,MO,I,29
194507,Sterling College - Poplar Bluff Campus,Poplar Bluff,MO,I,29
194508,Sterling College - Kansas City Center,Kansas City,MO,I,29
194509,Sterling College - Hazelwood Center,Hazelwood,MO,I,29
194600,Tabor College,Hillsboro,KS,I,20
194601,Tabor College - Wichita,Wichita,KS,I,20
194602,Tabor College - First Menonite Brethren Church,Wichita,KS,I,20
194603,Tabor College -,Colby,KS,I,20
194604,Tabor College -,Larned,KS,I,20
194800,University of Kansas,Lawrence,KS,I,20
194801,University of Kansas - Edwards Campus,Overland Park,KS,I,20
194802,University of Kansas - Medical Center,Kansas City,KS,I,20
194803,University of Kansas - Pittsburg State University,Pittsburg,KS,I,20
194804,University of Kansas - Saint Catherine's Hospital,Garden City,KS,I,20
194805,University of Kansas - Kansas Nurse's Education Association,Topeka,KS,I,20
194806,University of Kansas - Wichita,Wichita,KS,I,20
194807,University of Kansas - Bryan Memorial Hospital,Lincoln,NE,I,31
194808,University of Kansas - Public Management Center,Topeka,KS,I,20
194809,University of Kansas - Fort Leavenworth,Ft. Leavenworth,KS,I,20
194810,University of Kansas - Kansas City Kansas Community College,Kansas City,KS,I,20
194811,University of Kansas - Salina,Salina,KS,I,20
194812,University of Kansas - Fort Hays State University,Hays,KS,I,20
194813,University of Kansas - Garden City Community College,Garden City,KS,I,20
194814,University of Kansas - Public Management Center,Topeka,KS,I,20
194815,University of Kansas - Leavenworth,Leavenworth,KS,I,20
194816,University of Kansas - Leavenworth,Leavenworth,KS,I,20
194817,University of Kansas - Pittsburg,Pittsburg,KS,I,20
194900,Washburn University - Topeka,Topeka,KS,I,20
194901,Washburn Institute of Technology,Topeka,KS,I,20
194902,Washburn Institute of Technology - Holton,Holton,KS,I,20
194903,Washburn Institute of Technology - Forbes Field,Topeka,KS,I,20
194904,Washburn University - Topeka - Washburn TECH Academy of Cosmetology,Topeka,KS,I,20
194905,Washburn Institute of Technology- Washburn Tech East,Topeka,KS,I,20
194906,Washburn Institute of Technology- Antioch Family Life Center,Topeka,KS,I,20
195000,Wichita State University,Wichita,KS,I,20
195001,Wichita State University - Instructional Support Center,Wichita,KS,I,20
195002,Wichita State University - Library at the Sixth Grade Center,Derby,KS,I,20
195003,Wichita State University - John Marshall Middle School,Wichita,KS,I,20
195004,Wichita State University - Andover,Andover,KS,I,20
195005,Wichita State University - Hesston,Hesston,KS,I,20
195006,Wichita State University - Downtown,Wichita,KS,I,20
195007,Wichita State University - Southside,Wichita,KS,I,20
195008,Wichita State University - West Campus,Maize,KS,I,20
195009,Wichita State University - Schweiter,Wichita,KS,I,20
195010,Wichita State University - El Dorado,El Dorado,KS,I,20
195011,Wichita State University - McPherson,McPherson,KS,I,20
195012,Wichita State University - Northwest High School,Wichita,KS,I,20
195013,Wichita State University - Pleasant Valley Middle School,Wichita,KS,I,20
195014,Wichita State University - North High School,Wichita,KS,I,20
195015,Wichita State University - Newton,Newton,KS,I,20
195016,Wichita State University - Arkansas City,Arkansas City,KS,I,20
195017,Wichita State University - South Campus,Derby,KS,I,20
195018,Wichita State University - WSU Old Town,Wichita,KS,I,20
195019,Wichita State University - WSU South,Wichita,KS,I,20
195100,Alice Lloyd College,Pippa Passes,KY,I,21
195200,Asbury University,Wilmore,KY,I,21
195201,Asbury College,Orlando,FL,I,12
195202,Asbury College -,Nicholasville,KY,I,21
195300,Asbury Theological Seminary,Wilmore,KY,I,21
195301,Asbury Theological Seminary,Orlando,FL,I,12
195302,Asbury Theological Seminary - Vineyard Leadership Institute (VLI),Westerville,OH,I,39
195303,Asbury Theological Seminary - ACE Houston,The Woodlands,TX,I,48
195304,Asbury Theological Seminary - Memphis,Memphis,TN,I,47
195400,Bellarmine University,Louisville,KY,I,21
195401,Bellarmine University - Ashland Campus,Ashland,KY,I,21
195402,Bellarmine University - Downtown Campus,Louisville,KY,I,21
195403,Bellarmine University - Bullitt County,Shepherdsville,KY,I,21
195404,Bellarmine University - Oldham County,Crestwood,KY,I,21
195500,Berea College,Berea,KY,I,21
195600,Bethel College,Hopkinsville,KY,I,21
195800,Brescia University,Owensboro,KY,I,21
195801,Brescia University - Diocese Of Owensboro,Nashville,TN,I,47
195900,Campbellsville University,Campbellsville,KY,I,21
195901,Campbellsville University - Louisville Education Center,Louisville,KY,I,21
195902,Campbellsville University - Albany Center,Albany,KY,I,21
195903,Campbellsville University -  Cosmetology,Campbellsville,KY,I,21
195904,Campbellsville University - Somerset Education Center,Somerset,KY,I,21
195905,Campbellsville University - Brockman Center,Hodgenville,KY,I,21
195906,Campbellsville University - Elizabethtown,Elizabethtown,KY,I,21
195907,Campbellsville University - Harrodsburg Education Center Cosmetology,Harrodsburg,KY,I,21
195908,Campbellsville University - Hughes Jones Area Technology Center,Harrodsburg,KY,I,21
195909,Campbellsville University - School of Barbering,Campbellsville,KY,I,21
195910,Campbellsville University - Casey County Educational Center,Liberty,KY,I,21
195911,Campbellsville University - Boyle County High School,Danville,KY,I,21
195912,Campbellsville University - Pulaski County Area Technology Center,Somerset,KY,I,21
195913,Campbellsville University - Louisville Education Center South,Louisville,KY,I,21
195914,Campbellsville University - Clinton College and Career Center,Albany,KY,I,21
195915,Campbellsville University - Isaiah House Recovery Center,Willisburg,KY,I,21
195916,Campbellsville University - Phillips Education Center,Chatsworth,CA,I,6
196000,Spalding University,Louisville,KY,I,21
196001,"Spallding University - Bardstown, KY",Nazareth,KY,I,21
196100,Centre College of Kentucky,Danville,KY,I,21
196200,University of the Cumberlands,Williamsburg,KY,I,21
196201,University of the Cumberlands -,Florence,KY,I,21
196300,Eastern Kentucky University,Richmond,KY,I,21
196301,Eastern Kentucky University -Corbin,Corbin,KY,I,21
196302,Eastern Kentucky University - Manchester Center,Manchester,KY,I,21
196303,Eastern Kentucky University - Danville Center,Danville,KY,I,21
196304,Eastern Kentucky University - Lancaster Center,Lancaster,KY,I,21
196400,Georgetown College,Georgetown,KY,I,21
196500,Kentucky Christian University,Grayson,KY,I,21
196600,Kentucky Mountain Bible Institute,Vancleve,KY,I,21
196700,Kentucky Southern College,Louisville,KY,I,21
196800,Kentucky State University,Frankfort,KY,I,21
196900,Kentucky Wesleyan College,Owensboro,KY,I,21
197000,Lees College,Jackson,KY,I,21
197001,Lees College - Eastern Kentucky Correctional Complex,West Liberty,KY,I,21
197002,Lees College - Burgin Campus,Burgin,KY,I,21
197003,Lees College - La Grange Campus,La Grange,KY,I,21
197004,Lees College - Eddyville Campus,Eddyville,KY,I,21
197005,Lees College - Pewee Campus,Pewee Valley,KY,I,21
197100,Lexington Theological Seminary,Lexington,KY,I,21
197101,Lexington Theological Seminary - Lynchburg College,Lynchburg,VA,I,51
197200,Lindsey Wilson College,Columbia,KY,I,21
197201,Lindsey Wilson College -  Scottsville Location,Scottsville,KY,I,21
197202,Lindsey Wilson College - Lee's Campus,Jackson,KY,I,21
197203,Lindsey Wilson College - Prestonsburg Campus,Prestonsburg,KY,I,21
197204,Lindsey Wilson College - Somerset Campus,Somerset,KY,I,21
197205,Lindsey Wilson College - Cumberland Campus,Cumberland,KY,I,21
197206,Lindsey Wilson College - Ashland Campus,Ashland,KY,I,21
197207,Lindsey Wilson College - Maysville Campus,Maysville,KY,I,21
197208,Lindsey Wilson College - Hazard Campus,Hazard,KY,I,21
197209,Lindsey Wilson College - Lexington Campus,Lexington,KY,I,21
197210,Lindsey Wilson College - Logan Campus,Mount Gay,WV,I,54
197211,Lindsey Wilson College -  Southwest Campus,Cedar Bluff,VA,I,51
197212,Lindsey Wilson College - Mountain Empire Campus,Big Stone Gap,VA,I,51
197213,Lindsey Wilson College - Laurel Campus,London,KY,I,21
197214,Lindsey Wilson College - Louisville Campus,Louisville,KY,I,21
197215,Lindsey Wilson College - Russell Springs Campus,Russell Springs,KY,I,21
197216,Lindsey Wilson College - Cincinnati Campus,Cincinnati,OH,I,39
197217,Lindsey Wilson College - Hillsboro Campus,Hillsboro,OH,I,39
197218,Lindsey Wilson College - Wytheville Campus,Wytheville,VA,I,51
197219,Lindsey Wilson College - Henderson Campus,Henderson,KY,I,21
197220,Lindsey Wilson College - Madisonville Campus,Madisonville,KY,I,21
197221,Lindsey Wilson College - Hopkinsville Campus,Hopkinsville,KY,I,21
197222,Lindsey Wilson College - Danville Campus,Danville,KY,I,21
197223,Lindsey Wilson College - Paducah Campus,Paducah,KY,I,21
197224,Lindsey Wilson College - Elizabethtown Campus,Elizabethtown,KY,I,21
197225,Lindsey Wilson College - Radcliff Campus,Radcliff,KY,I,21
197226,Lindsey Wilson College - Shelby County Campus,Shelbyville,KY,I,21
197227,Lindsey Wilson College - Florence Campus,Florence,KY,I,21
197228,Lindsey Wilson College - Gallatin Campus,Gallatin,TN,I,47
197229,Lindsey Wilson College - Bluegrass Community and Technical College,Lexington,KY,I,21
197230,Lindsey Wilson College - Washington Courthouse Campus,Washington Courthouse,OH,I,39
197231,Lindsey Wilson College - Radcliff Campus,Radcliff,KY,I,21
197232,Lindsey Wilson College - St. Mark Campus,Louisville,KY,I,21
197300,Loretto Junior College,Nerinx,KY,I,21
197400,Louisville Presbyterian Theological Seminary,Louisville,KY,I,21
197500,Midway University,Midway,KY,I,21
197501,Midway College - Ephraim McDowell Regional Medical Center,Danville,KY,I,21
197502,Midway University - Lexington Campus,Lexington,KY,I,21
197503,Midway College -School of Pharmacy,Paintsville,KY,I,21
197600,Morehead State University,Morehead,KY,I,21
197601,Morehead State University - MSU at Ashland,Ashland,KY,I,21
197602,Morehead State University - MSU at Prestonsburg,Prestonsburg,KY,I,21
197603,Morehead State University - MSU at West Liberty,West Liberty,KY,I,21
197604,Morehead State University - MSU at Jackson,Jackson,KY,I,21
197605,Morehead State University - MSU at Mt. Sterling,Mt. Sterling,KY,I,21
197700,Murray State University,Murray,KY,I,21
197701,Murray State University - Paducah Regional Campus,Paducah,KY,I,21
197702,Murray State University - Fort Campbell Education Center,Fort Campbell,KY,I,21
197703,Murray State University - Madisonville Community College,Madisonville,KY,I,21
197704,Murray State University - Hopkinsville Community College,Hopkinsville,KY,I,21
197705,Murray State University - Owensboro / Kentucky Wesleyan Center,Owensboro,KY,I,21
197706,Murray State University - Trover Clinic Foundation,Madisonville,KY,I,21
197707,Murray State University - United Institute of International Education,Kowloon,,I,
197708,Murray State University - Henderson Regional Campus,Henderson,KY,I,21
197800,Spalding College Nazareth Campus,Nazareth,KY,I,21
197900,West Kentucky Community and Technical College,Paducah,KY,I,21
197901,West Kentucky Community and Technical College - Paducah,Paducah,KY,I,21
197902,West Kentucky Community and Technical College - Purchase Training Cntr,Mayfield,KY,I,21
197903,West Kentucky Community and Technical CollegeWeaks Center,Murray,KY,I,21
197904,West Kentucky Community and Technical College - Mayfield Tech Cntr,Mayfield,KY,I,21
197905,West Kentucky Community and Technical College - Paducah Tech Cntr,Paducah,KY,I,21
197906,West Kentucky Community and Technical College - Fulton County Area TC,Hickman,KY,I,21
197907,WestKentuckyCommunityandTechnicalCollege-SkilledCraftTrainingCenter,Hickory,KY,I,21
197908,West Kentucky Community and Technical College - Pad School Art Design,Paducah,KY,I,21
197909,West Kentucky Community and Technical College - Marine Way Training Ce,Paducah,KY,I,21
198000,University of Pikeville,Pikeville,KY,I,21
198001,University of Pikeville - Kentucky College of Osteopathic Medicine,Pikeville,KY,I,21
198002,University of Pikeville - Carter County Schools,Grayson,KY,I,21
198003,University of Pikeville - Allen Central HS,Prestonsburg,KY,I,21
198004,University of Pikeville - Johnson Central HS,Paintsville,KY,I,21
198005,University of Pikeville - Perry Central HS,Hazard,KY,I,21
198100,Southeastern Christian College,Winchester,KY,I,21
198200,Southern Baptist Theological Seminary,Louisville,KY,I,21
198300,St. Catharine College,St. Catharine,KY,I,21
198301,Saint Catharine Center - Spalding Hall,Bardstown,KY,I,21
198400,Saint Mary's College,Saint Mary,KY,I,21
198500,Bellarmine College St Thomas Seminary,Louisville,KY,I,21
198600,Sue Bennett College,London,KY,I,21
198700,Transylvania University,Lexington,KY,I,21
198800,Union College,Barbourville,KY,I,21
198801,Union College - Bennett Center,London,KY,I,21
198900,University of Kentucky,Lexington,KY,I,21
198901,University of Kentucky - College of Dentistry,Lexington,KY,I,21
198902,University of Kentucky - College Of Medicine,Lexington,KY,I,21
198903,University of Kentucky - College of Law,Lexington,KY,I,21
198904,University of Kentucky - University of Louisville,Louisville,KY,I,21
198905,University of Kentucky - Morehead State University,Morehead,KY,I,21
198906,University of Kentucky - Western Kentucky Community & Technical Colleg,Paducah,KY,I,21
198907,University of Kentucky - Northern Kentucky University,Highland Heights,KY,I,21
198908,University of Kentucky - Murray State University,Murray,KY,I,21
198909,University of Kentucky - Western Kentucky University,Bowling Green,KY,I,21
198910,University of Kentucky - UK Center for Excellence in Rural Health,Hazard,KY,I,21
198911,University of Kentucky - UK Center for Excellence in Rural Health,Prestonsburg,KY,I,21
198912,University of Kentucky -  College of Social Work,Lexington,KY,I,21
198913,University of Kentucky - Kentucky Community & Technical College System,Versailes,KY,I,21
198914,University of Kentucky - Elizabethtown Technical & Community College,Elizabethtown,KY,I,21
198915,University of Kentucky - Ashland Community & Technical College,Ashland,KY,I,21
198916,University of Kentucky - Ashland Technical College,Ashland,KY,I,21
198917,University of Kentucky - Morehead University Ashland Campus,Ashland,KY,I,21
198918,University of Kentucky - Center for Health Education & Research (CHER),Morehead,KY,I,21
198919,University of Kentucky - College of Medicine,Bowling Green,KY,I,21
198920,University of Kentucky - Army Medical Department Center and School,San Antonio,TX,I,48
199000,Ashland Community and Technical College,Ashland,KY,I,21
199001,Ashland Community and Technical College - Roberts Drive Campus,Ashland,KY,I,21
199002,Ashland Community and Technical College - Technology Drive Campus,Grayson,KY,I,21
199003,Ashland Community and Technical College - Heritage Building,Ashland,KY,I,21
199004,Ashland CTC- State Fire Rescue Training Area 10,Russell,KY,I,21
199005,Ashland Community and Technical College - Lawrence County Adult ED,Louisa,KY,I,21
199100,Elizabethtown Community  and Technical College,Elizabethtown,KY,I,21
199101,Elizabethtown Community and Technical College - Fort Knox Center,Fort Knox,KY,I,21
199102,Elizabethtown Community  and Technical College - Springfield,Springfield,KY,I,21
199103,Elizabethtown Community  and Technical College - Leitchfield,Leitchfield,KY,I,21
